freeResponse,correctAnswer,score,cosine
The body needs to use energy for this process because to move substances against a concentration or electrochemical gradient the cell must use energy.,ATP is required to move sodium ions against their concentration gradient outside the cell.,1.0,0.8171001076698303
If the cell were left for a time then when the cell is again viewed under a microscope it would have regained its original color.,The entire cell membrane will be green.,0.0,0.6164842247962952
Cations are positive ions that are formed from the loss of electrons.,positive ion that is formed by an atom losing one or more electrons,1.0,0.8017281889915466
In a eukaryotic cell DNA is found in the nucleus.,in the nucleus,1.0,0.3799836337566376
Pinocytosis is a variation of endocytosis; it takes in molecules that the cell needs from the extracellular fluid.,a variation of endocytosis that imports macromolecules that the cell needs from the extracellular fluid,1.0,0.9066287279129028
break stuff down,catalyst in a biochemical reaction that is usually a complex or conjugated protein,0.0,0.13428819179534912
Molecules,"deoxyribose, thymine, and a phosphate group",0.0,0.05271878093481064
Protons and neutrons of an element,total number of protons and neutrons in an atom,1.0,0.7537826299667358
8,8 protons and 8 neutrons,1.0,0.43028050661087036
The ability of molecules to stick to each other.,intermolecular forces between water molecules caused by the polar nature of water; responsible for surface tension,0.5,0.650779664516449
It allows for there to be constant flux of material in and out of the cell without breaking,Fluidity allows greater flexibility to the cell and motion of membrane components required for transport.,1.0,0.7622237205505371
a solution that resists change in pH,substance that prevents a change in pH by absorbing or releasing hydrogen or hydroxide ions,0.5,0.7541080117225647
"hydrogen, galactose",glycosidic; galactose,0.5,0.7467608451843262
break bonds and release energy,break down polymers,1.0,0.6042595505714417
A substance used by a living organism to start a biochemical reaction,catalyst in a biochemical reaction that is usually a complex or conjugated protein,1.0,0.7439578175544739
A chemical reaction in which the products can be returned to their original reactant form.,"chemical reaction that functions bi-directionally, where products may turn into reactants if their concentration is great enough",1.0,0.8395441174507141
RNA has one extra oxygen than DNA,DNA contains deoxyribose and thymine while RNA contains ribose and uracil.,0.5,0.641711950302124
Make the segment more polar and hydrophilic,"Inserting arginine places a positively charged amino acid in a portion that is non-polar, creating the possibility of a hydrogen bond in this area.",0.5,0.6452620625495911
steroid,steroid,1.0,1.0000001192092896
diffusion,from an area with a high concentration of water to one of lower concentration across a selectively permeable membrane.,0.0,0.05447361618280411
a molecule bonded to another molecule must have 8 shared electrons,rule that atoms are most stable when they hold eight electrons in their outermost shells,1.0,0.7606591582298279
"nitrogenous base, phosphate, and pentose","sugars, phosphate groups, nitrogenous bases",1.0,0.8304871320724487
Enzymes,proteins,0.0,0.6807335019111633
so that the cell can gain the energy and nutrients required for it to function,Fluidity allows greater flexibility to the cell and motion of membrane components required for transport.,0.0,0.7847486734390259
"a water molecule is added to a bond between two monomers, breaking it and separating the monomers",break down polymers,1.0,0.4780437648296356
being able to dissolve solids,substance capable of dissolving another substance,1.0,0.5533550381660461
tRNA,hormone,0.0,0.5473999381065369
"process in which molecules separate or split into smaller particles such as atoms, ions or radicals, usually in a reversible manner","release of an ion from a molecule such that the original molecule now consists of an ion and the charged remains of the original, such as when water dissociates into H+ and OH-",1.0,0.7865479588508606
"Adhesion is the attraction of molecules of one kind for molecules of a different kind, and it can be quite strong for water, especially with other molecules bearing positive or negative charges.",attraction between water molecules and other molecules,1.0,0.6551762819290161
transport proteins,Difference in concentration of solute and solvent,0.0,0.42188429832458496
Amino acids,amino acids,1.0,0.9201000928878784
A liquid or gel that contains ions and is broken down by electrolysis,"ion necessary for nerve impulse conduction, muscle contractions and water balance",0.5,0.6895762085914612
sugar and phosphate in its backbone,"deoxyribose, thymine, and a phosphate group",0.5,0.6212276816368103
Cellulose is used for the structural support of plant cells.,cell walls,0.0,0.26474514603614807
The immune system will weaken.,The bacteria will survive and possibly will cause illness.,0.0,0.7318786978721619
The food coloring is moving through concentration gradients at different rates.,The higher temperature of left beaker causes faster diffusion of yellow dye in the left beaker.,0.5,0.7100544571876526
Any molecule that can join other molecules to make a polymer.,smallest unit of larger molecules called polymers,1.0,0.6836236715316772
Ionic bonds are weak chemical bonds.,hydrogen bond,0.0,0.6397674083709717
"1. Hydrogen can donate or share its electron to achieve a stable configuration, but lithium and sodium must donate an electron in order to achieve a more stable configuration. 2. Group 14 elements can make covalent bonds with many other atoms to achieve a stable configuration. Group 17 elements only need to gain one electron from another atom.","Elements of group 1 need to lose one electron, elements of group 14 need to gain 4 electrons, and elements of group 17 need to gain 1 electron",0.0,0.8507766723632812
